source_set,source_table,source_domain,owner_model,time_horizon,fact_evidence_class,algorithm_gate,authority_hint,reconciliation_status,final_disposition,canonical_target,notes
DRAFT_29,dbo.recipe_import_job,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.recipe_import_event,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.recipe_import_candidate,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.recipe_import_issue,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.recipe_food_match,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.recipe_nutrition_snapshot,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.recipe_media_ref,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.meal_plan,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.meal_plan_revision,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.planned_meal,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.planned_meal_item,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.meal_plan_constraint,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.meal_plan_conflict,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.meal_plan_swap,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.shopping_list,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.shopping_item,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.pantry_item,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.pantry_revision,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.shopping_source_link,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.soreness_observation,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.soreness_region,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.readiness_decision,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.progress_media,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
DRAFT_29,dbo.body_observation,Draft full-product additions,,,,,MIXED_DRAFT_REVIEW,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.catalog_source,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.catalog_release,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.food,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.food_revision,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.food_alias,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.barcode,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.branded_product,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.nutrient_definition,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.food_nutrient,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.serving_unit,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.food_serving,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.product_ingredient,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.product_allergen,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.catalog_ingestion_run,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
FOOD_15,dbo.catalog_ingestion_error,Shared food/barcode catalog,,,,,A2_REFERENCE_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,profile_snapshot,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,onboarding_draft,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,target_snapshot,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,preference_snapshot,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,meal_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,meal_item_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,meal_draft,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,daily_nutrition_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,saved_meal_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,personal_food_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,food_lookup_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,recipe_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,recipe_draft,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,recipe_import_job,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,meal_plan_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,planned_meal_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,shopping_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,exercise_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,workout_plan_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,workout_plan_step_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,active_workout,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,workout_event_journal,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,workout_history,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,readiness_soreness_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,substitution_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,calendar_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,progress_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,report_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,pending_outbox,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,sync_receipt,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,conflict_record,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
PHONE_32,device_health_cache,Android Room/SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
WEAR_4,wear_downloaded_workout,Wear SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
WEAR_4,wear_workout_operation,Wear SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
WEAR_4,wear_readiness_cache,Wear SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
WEAR_4,wear_progress_glance_cache,Wear SQLite,,,,,A4_LOCAL_CANDIDATE,PENDING_RECONCILIATION,,,Inventory only; final authority is not locked by source location.
TRAINING_141,catalog_release,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,source_provider,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,source_dataset,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
TRAINING_141,source_record,"Catalog, source & labels",Platform-owned,Immediate + intermediate,Source fact; provenance; review fact,Source and review required,TRAINING_LAYER_REVIEW,PENDING_RECONCILIATION,,,Do not merge wholesale into private runtime.
